state,acc_length,area_code,intl_plan,vmail_plan,num_vm_msgs,ttl_day_mins,ttl_day_calls,ttl_day_charge,ttl_eve_mins,ttl_eve_calls,ttl_eve_charge,ttl_ngt_mins,ttl_ngt_calls,ttl_ngt_charge,ttl_intl_mins,ttl_intl_calls,ttl_intl_charge,cust_service_calls,churn,total_calls,total_mins,total_charge,day_call_ratio,intl_ratio
OK,96,415,no,no,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,False,252,687.4,71.92,0.45634920634920634,0.016729706139074776
LA,151,408,no,no,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,False,359,746.5,69.83,0.3231197771587744,0.013127930341594107
OH,83,415,no,no,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,True,357,734.4999999999999,87.89,0.33613445378151263,0.02151123213070116
VA,139,510,no,yes,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,False,339,677.5,63.150000000000006,0.3805309734513274,0.02022140221402214
MO,6,510,no,no,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,False,270,629.1,63.82,0.43333333333333335,0.016213638531235097
FL,115,510,no,yes,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,False,371,499.90000000000003,49.760000000000005,0.33423180592991913,0.019203840768153627
SC,87,415,no,no,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,False,311,453.1,45.92,0.31189710610932475,0.015669830059589492
VA,141,415,no,no,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,False,330,724.1,72.08999999999999,0.3333333333333333,0.01657229664410993
IA,141,510,no,yes,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,False,325,668.9,65.57,0.3046153846153846,0.015697413664224846
MI,62,415,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,False,308,483.09999999999997,42.26,0.3344155844155844,0.02525357068929828
OK,146,415,no,no,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,False,334,528.1999999999999,56.87,0.45209580838323354,0.011548655812192353
DE,92,415,no,yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,False,290,697.6999999999999,73.05999999999999,0.31724137931034485,0.017342697434427404
GA,185,510,no,yes,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,False,388,625.4000000000001,60.10000000000001,0.3247422680412371,0.011992324912056282
DC,148,415,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,False,323,717.4,69.71000000000001,0.3157894736842105,0.015193755227209367
AZ,94,408,no,yes,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,False,317,482.09999999999997,53.580000000000005,0.3911671924290221,0.02655050819332089
AL,32,510,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,False,232,578.5999999999999,63.81,0.375,0.010888351192533703
CO,68,408,no,no,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,False,291,571.2,67.25,0.36082474226804123,0.02310924369747899
NH,64,408,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,False,280,527.1,55.650000000000006,0.325,0.020110036046291024
NM,25,415,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,False,278,610.2,53.2,0.3129496402877698,0.017207472959685347
OR,65,415,no,no,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,False,332,492.20000000000005,47.09,0.2620481927710843,0.028646891507517265
LA,179,408,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,False,326,619.4,62.61999999999999,0.2822085889570552,0.009848240232483048
NE,94,415,no,no,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,False,342,603.6,68.0,0.30409356725146197,0.018389662027833
MN,62,415,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,False,316,544.9000000000001,53.26,0.2879746835443038,0.022389429253073953
MI,127,415,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,False,305,638.2,65.75,0.3377049180327869,0.018019429645879034
AR,116,408,no,no,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,False,291,591.8000000000001,59.73,0.31958762886597936,0.027374112875971607
KS,70,408,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,False,346,725.5999999999999,73.36,0.35260115606936415,0.0
WV,94,510,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,False,369,703.3,67.00999999999999,0.33875338753387535,0.013507749182425708
AK,126,415,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,True,304,345.59999999999997,31.05,0.3092105263157895,0.03443287037037038
NY,67,408,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,False,320,533.0999999999999,50.169999999999995,0.346875,0.01857062464828363
NH,19,408,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,False,289,669.0,66.83000000000001,0.3391003460207612,0.021823617339312405
VA,170,510,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False,314,647.6999999999999,73.32999999999998,0.21656050955414013,0.012968967114404819
NM,73,415,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,False,385,734.8,73.02,0.37662337662337664,0.014697876973326076
NY,106,408,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False,320,431.7,44.13,0.23125,0.0236275191104934
AZ,93,415,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,False,303,589.1999999999999,72.09,0.23432343234323433,0.018499660556687034
WY,164,510,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,False,352,519.9,52.02,0.3153409090909091,0.017311021350259664
WA,51,408,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,False,314,660.1,68.3,0.3471337579617834,0.01378579003181336
CO,107,415,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,False,298,435.4,45.54,0.28523489932885904,0.020440973817179606
TX,130,415,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,False,284,515.1,51.06,0.38380281690140844,0.018443020772665502
KY,80,408,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,274,622.0,64.00999999999999,0.27007299270072993,0.01414790996784566
MT,94,415,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,False,339,504.09999999999997,51.019999999999996,0.3480825958702065,0.026582027375520734
OK,118,408,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,False,255,584.7,71.30999999999999,0.20392156862745098,0.016247648366683767
MD,117,415,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,False,270,562.4,58.690000000000005,0.31851851851851853,0.01209103840682788
TN,78,415,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,False,368,603.1,55.32999999999999,0.3233695652173913,0.016083568230807494
TX,208,510,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True,288,695.2,81.57000000000001,0.2326388888888889,0.015391254315304945
ME,131,510,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,True,332,761.6999999999999,81.97999999999999,0.3042168674698795,0.01811736904293029
DC,63,408,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,False,262,518.7,43.73,0.24427480916030533,0.02506265664160401
MN,53,415,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,383,629.2,58.3,0.381201044386423,0.020820089001907183
DE,62,408,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,False,326,766.7,72.94,0.3098159509202454,0.014608060519107863
MD,97,415,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,False,298,648.9,65.25,0.28859060402684567,0.009862844814301126
MI,105,510,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,False,246,543.0,50.68,0.44308943089430897,0.012523020257826888
WA,157,415,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,False,282,617.6999999999999,59.300000000000004,0.3723404255319149,0.01521774324105553
MO,66,415,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,False,272,519.0,47.81,0.27941176470588236,0.023314065510597302
IN,122,415,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,False,262,521.2,60.370000000000005,0.37404580152671757,0.02628549501151189
OR,38,415,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,False,284,615.2,61.89,0.33098591549295775,0.017555266579973992
MD,106,510,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,False,294,638.1000000000001,64.26,0.3231292517006803,0.019119260304027576
RI,99,510,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False,297,705.8,72.33,0.3771043771043771,0.02238594502691981
LA,99,415,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,False,289,596.5,65.82,0.2491349480968858,0.01944677284157586
AZ,144,510,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,False,308,657.3000000000001,67.6,0.3246753246753247,0.018104366347177846
PA,82,415,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,False,308,532.8000000000001,55.559999999999995,0.4253246753246753,0.020082582582582578
AZ,86,408,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,False,384,539.7,52.49999999999999,0.3619791666666667,0.022605151009820267
FL,70,510,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,True,310,545.6,65.97,0.3161290322580645,0.03225806451612903
LA,93,415,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,False,328,594.5999999999999,58.9,0.28353658536585363,0.01934073326606122
FL,93,415,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,False,288,521.2,52.279999999999994,0.3090277777777778,0.020913277052954718
FL,120,415,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,False,260,674.3,62.87,0.3076923076923077,0.006970191309506156
MD,136,415,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,True,355,681.3,75.54,0.3408450704225352,0.019081168354616176
AL,106,415,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,False,338,528.9,57.68,0.35798816568047337,0.013424087729249386
WA,81,415,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,False,319,560.6,57.02,0.36363636363636365,0.02176239743132358
TN,127,408,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,False,291,595.6,56.81999999999999,0.3917525773195876,0.017125587642713228
MS,65,415,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,False,314,633.6,57.44,0.35668789808917195,0.006944444444444445
ME,35,408,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,False,345,574.6999999999999,56.21,0.32753623188405795,0.015486340699495392
OK,88,408,no,no,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,False,287,483.40000000000003,39.769999999999996,0.33797909407665505,0.02854778651220521
IN,65,415,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,False,332,700.7,68.19000000000001,0.33433734939759036,0.0038532895675752817
MO,123,415,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,False,301,680.8000000000001,68.02,0.2823920265780731,0.011310223266745006
IA,126,408,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,False,303,461.9,53.8,0.25742574257425743,0.020783719419787832
VA,104,415,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,False,333,650.9,76.12,0.4084084084084084,0.02043324627438931
KY,45,415,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,False,287,684.9999999999999,70.6,0.2926829268292683,0.01737226277372263
MD,93,408,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,True,285,669.5,76.66999999999999,0.3824561403508772,0.01568334578043316
OH,63,415,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,False,319,698.9,70.45,0.3448275862068966,0.015739018457576193
OK,100,415,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,False,346,614.5,64.77000000000001,0.2774566473988439,0.021969080553295363
NV,53,415,no,no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,False,299,554.3000000000001,57.309999999999995,0.32441471571906355,0.01966444163810211
ID,92,415,yes,no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,False,367,655.5999999999999,62.78,0.3814713896457766,0.013727882855399635
MN,139,510,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True,331,549.5000000000001,52.27,0.3202416918429003,0.018562329390354862
SD,110,408,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,False,338,565.3,57.54,0.3047337278106509,0.015920750044224306
IL,110,408,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,False,323,477.3,41.04,0.3622291021671827,0.020532160067043788
WY,215,510,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,False,358,441.8,37.58,0.4134078212290503,0.024219103666817562
AL,73,415,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,False,295,509.99999999999994,55.83,0.29152542372881357,0.01843137254901961
NJ,138,510,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,False,298,516.7,57.209999999999994,0.2986577181208054,0.024966131217340815
NV,137,415,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,True,280,504.59999999999997,47.73,0.3392857142857143,0.024375743162901312
IN,36,415,no,no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,False,333,720.0,73.25999999999999,0.23123123123123124,0.011666666666666667
WV,85,408,no,no,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,False,256,603.3000000000001,63.95,0.31640625,0.011768606000331508
VA,108,408,no,no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,True,237,830.6,75.02000000000001,0.4177215189873418,0.011317120154105466
SC,22,408,no,no,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,False,301,488.6,44.57,0.3554817275747508,0.019443307408923454
RI,107,415,no,yes,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,False,291,435.1,33.67,0.35051546391752575,0.02551137669501264
IN,51,510,no,no,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,False,223,658.1,64.74000000000001,0.42152466367713004,0.015499164260750644
AZ,94,408,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,False,282,639.3000000000001,61.66,0.30141843971631205,0.014390739871734707
NM,119,510,no,yes,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,False,367,672.1999999999999,63.28,0.3106267029972752,0.01755429931567986
OR,33,415,no,yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,True,269,568.4,53.09,0.3680297397769517,0.024454609429978888
NJ,106,415,no,no,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,False,350,586.1,62.480000000000004,0.26,0.024569186145708924
MS,82,408,no,no,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,False,289,621.4,65.21,0.31141868512110726,0.014644351464435146
MI,86,510,no,yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,False,296,595.4,53.01,0.34121621621621623,0.015955660060463554
TX,97,415,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,False,283,605.9,58.599999999999994,0.4134275618374558,0.017989767288331408
FL,106,408,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,False,313,569.6,58.199999999999996,0.402555910543131,0.024754213483146065
DC,108,510,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,False,334,552.3,51.28,0.3652694610778443,0.017743979721166037
TX,114,415,no,no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,False,307,542.5,48.260000000000005,0.38436482084690554,0.026728110599078342
KS,92,408,yes,no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,True,319,475.29999999999995,38.78,0.34796238244514105,0.021880917315379764
UT,59,510,no,no,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,False,286,568.6,56.349999999999994,0.2762237762237762,0.015300738656348926
MN,24,510,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,False,279,612.1000000000001,58.03,0.3942652329749104,0.010945923868648911
IL,151,408,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,False,262,516.9,49.269999999999996,0.33587786259541985,0.029792996711162704
NM,117,415,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,False,310,551.3,53.76,0.33225806451612905,0.0208597859604571
SC,78,510,no,no,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,False,320,643.0,61.64,0.34375,0.019440124416796267
NC,155,408,no,no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,False,259,611.8,69.97999999999999,0.21235521235521235,0.013566525008172608
WV,114,510,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,False,259,769.1999999999999,73.35,0.305019305019305,0.01482059282371295
RI,114,510,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,False,320,659.6,67.52999999999999,0.29375,0.012734990903577926
NH,119,408,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,False,271,586.2,53.53,0.3284132841328413,0.023029682702149435
MO,64,510,no,yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,False,298,382.5,35.480000000000004,0.348993288590604,0.011764705882352941
MA,118,408,yes,no,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,False,321,530.1,53.1,0.38317757009345793,0.01867572156196944
PA,101,415,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,False,325,696.0,69.42999999999999,0.3230769230769231,0.02097701149425287
OK,117,415,no,no,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,False,311,523.3000000000001,49.32,0.3890675241157556,0.014714313013567742
AL,49,415,no,yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,False,298,663.8,67.88,0.26174496644295303,0.012051822838204279
WY,139,415,no,no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,False,304,643.4000000000001,65.35000000000001,0.34210526315789475,0.02020516008703761
PA,92,408,no,yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,False,286,595.0999999999999,55.71,0.3146853146853147,0.016803898504453036
WA,83,415,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,False,311,585.5,65.5,0.3311897106109325,0.016737830913748933
HI,148,510,yes,no,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,False,276,641.3000000000001,67.04,0.3188405797101449,0.0173085919226571
SD,144,408,no,yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,True,271,533.9000000000001,54.160000000000004,0.35424354243542433,0.01217456452519198
AL,131,415,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,False,255,683.6999999999999,66.33999999999999,0.3333333333333333,0.0159426649115109
VT,146,510,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,False,345,656.7,66.23,0.391304347826087,0.0159890360895386
MT,143,415,no,no,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,False,328,547.5,56.059999999999995,0.29573170731707316,0.023744292237442923
MN,81,415,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,False,278,613.0,63.17,0.3345323741007194,0.016965742251223492
AK,48,415,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,False,280,527.9000000000001,59.35,0.4107142857142857,0.02311043758287554
MI,86,415,no,yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,False,281,759.3,75.42000000000002,0.26334519572953735,0.01185302252074279
DE,71,415,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,False,278,667.5,63.540000000000006,0.38848920863309355,0.0100374531835206
SD,145,408,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,False,303,590.9,55.559999999999995,0.297029702970297,0.026400406160094772
MI,137,510,no,no,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,False,313,537.6999999999999,57.10000000000001,0.38977635782747605,0.0163660033475916
KS,137,408,no,no,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,False,262,719.6,69.76,0.33587786259541985,0.020150083379655362
AL,167,510,no,no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,False,254,609.3000000000001,61.83,0.3464566929133858,0.02314130969965534
OK,89,510,no,no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,True,301,882.1999999999999,89.31,0.31561461794019935,0.006007708002720472
CT,199,415,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,False,316,757.3,73.48,0.3829113924050633,0.01056384523966724
NE,132,510,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,False,317,363.4,36.14,0.3470031545741325,0.026692350027517887
WI,94,510,no,no,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,False,336,523.6999999999999,54.79,0.3333333333333333,0.011265991980141304
CT,96,415,no,yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,True,300,519.1999999999999,52.07,0.31,0.01983821263482281
WI,96,510,no,yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,False,272,575.4,55.03,0.3161764705882353,0.017031630170316305
IN,166,510,no,no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,False,381,610.4000000000001,62.33,0.30183727034120733,0.015563564875491478
DC,74,415,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,False,240,485.9,44.76,0.3458333333333333,0.02078616999382589
AR,36,415,no,no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,False,275,594.1999999999999,56.49,0.4254545454545455,0.020026926960619324
ME,113,415,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,False,346,647.9,66.33000000000001,0.37283236994219654,0.010186757215619693
MN,94,415,no,no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,False,305,675.6999999999999,62.58,0.32131147540983607,0.009767648364658873
MD,67,415,no,no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,False,276,489.4,50.57,0.2898550724637681,0.02431548835308541
